ticker,official_name,name,description,sector,industry,website,shortname
NNSB,ТНСэнНН ао,ТНС энерго Нижний Новг.ПАО - обыкн.,Unknown,Коммунальные услуги,Электроэнергетика,http://www.nn.tns-e.ru/,Unknown
NNSBP,ТНСэнНН ап,ТНС энерго Нижний Новг.ПАО - прив.,Unknown,Коммунальные услуги,Электроэнергетика,http://www.nn.tns-e.ru/,Unknown
OMZZP,ОМЗ-ап,"ап""Объединён. маш. заводы""",Unknown,Производственно-технические услуги,Нефтепромысловое оборудование и услуги,http://www.omz.ru/,Unknown
PAZA,ПавлАвт ао,Павловский автобус ПАО - обыкн.,Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.paz-bus.ru/,Unknown
PRMB,Приморье,"АКБ ""Приморье"" - обыкн.",Unknown,Финансы,Региональные банки,http://www.primbank.ru/,Unknown
QIWI,iNanduQPLC,NanduQ PLC,Unknown,Технологии,Услуги обработки информации,http://www.qiwi.com/,Unknown
RKKE,ЭнергияРКК,РКК Энергия им.С.П.Королева - обыкн.,Unknown,Электронные технологии,Авиакосмическая и оборонная промышленность,http://www.energia.ru/,Unknown
RTGZ,ГР Ростов,Газпром газорасп Р-н-Д ПАО - обыкн.,Unknown,Коммунальные услуги,Газоснабжение,http://www.rostovoblgaz.ru/,Unknown
SVAV,СОЛЛЕРС,"ПАО ""СОЛЛЕРС""",Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.sollers-auto.com/,Unknown
SVET,Светофор,Светофор Групп - обыкн.,Unknown,Коммерческие услуги,Прочие коммерческие услуги,http://www.svetoforgroup.ru/,Unknown
SVETP,Светофор п,Светофор Групп - прив.,Unknown,Unknown,Unknown,Unknown,Unknown
TNSE,ТНСэнрг ао,"ПАО ГК ""ТНС энерго"" - обыкн.",Unknown,Коммунальные услуги,Электроэнергетика,http://www.tns-s.ru/,Unknown
UKUZ,ЮжКузб. ао,Южный Кузбасс ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Уголь,http://www.ukuzbass.ru/,Unknown
UNKL,ЮУНК ао,Южно-Уральский никел. комб. - обыкн.,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.unickel.ru/,Unknown
URKZ,УрКузница,"ПАО ""Уральская кузница"" - обыкн.",Unknown,Несырьевые полезные ископаемые,Сталь,http://www.uralkuz.ru/,Unknown
UWGN,ОВК ао,ПАО НПК ОВК - обыкн.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.uniwagon.com/en,Unknown
VJGZ,Варьеган,ННК-Варьеганнефтегаз ПАО - обыкн.,Unknown,Энергетические и минеральные ресурсы,Интегрированная нефтяная промышленность,http://www.varyeganneftegaz.ru/,Unknown
VJGZP,Варьеган-п,ННК-Варьеганнефтегаз ПАО - прив.,Unknown,Энергетические и минеральные ресурсы,Интегрированная нефтяная промышленность,http://www.varyeganneftegaz.ru/,Unknown
VSMO,ВСМПО-АВСМ,Корп. ВСМПО-АВИСМА (ПАО) - обыкн.,Unknown,Несырьевые полезные ископаемые,Прочие металлы и минералы,http://www.vsmpo.ru/,Unknown
VSYD,ВыбСудЗ ао,Выборгский Суд.Завод ПАО - обыкн.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.vyborgshipyard.ru/,Unknown
VSYDP,ВыбСудЗ ап,Выборгский Суд.Завод ПАО - прив.,Unknown,Промышленное производство,"Грузовые автомобили, строительная и сельскохозяйственная техника",http://www.vyborgshipyard.ru/,Unknown
ZILL,ЗИЛ ао,Завод им. И.А.Лихачева ПАО - обыкн.,Unknown,Потребительские товары длительного пользования,Автомобильная промышленность,http://www.amo-zil.ru/,Unknown
